id;active;type;name;externalId;epgProvider;epgProviderId;mdbMatchTags;enableImageGenerator;order;lcn;testing;public;availability;fsAvailability;parentLock;malfunction;timeshiftDuration;timeshiftAvailable;timeshiftBeforeEvent;timeshiftAfterEvent;drm;directAccess;audio;message;channelGroup;description;hd;hack;dvbMrl;tags;epgLang;useStreamServer;freeSeekSeconds;freeSeekStartOver;freeSeekPvr;epgAllowedTypes;parallelStreamGroup
ESPN3_INTER_BOLIVIA_CHILE;1;tv;ESPN 3 BO-CL HD;ESPN3_INTER_BOLIVIA_CHILE_stream_3p;11;\N;;1;212;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM,Inter;es;1;0;0;0;;1
ESPN4HD;1;tv;ESPN 5 FHD;ESPN4HD_stream_yq;14;4362;,movie,dummyShow,dummySeries,;1;100;167;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM;es;1;0;0;0;;1
ESPN4_INTER_CHILE-BOLIVIA;1;tv;ESPN 4 HD;ESPN4_INTER_CHILE-BOLIVIA_stream_pn;11;\N;;1;221;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM,Inter;es;1;0;0;0;;1
ESPN5_INTER_BOLIVIA;1;tv;ESPN 5 BO HD;ESPN4_INTER_BOLIVIA_stream_5u;11;\N;;1;216;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM,Inter;es;1;0;0;0;;1
ESPN5_INTER_CHILE;1;tv;ESPN 5 CL HD;ESPN4_INTER_CHILE_stream_y1;11;\N;;1;213;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM,Inter;es;1;0;0;0;;1
ESPN6_INTER_BOLIVIA;1;tv;ESPN 6 HD;ESPN6_INTER_BOLIVIA_stream_su;11;\N;;0;217;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;0;0;\N;\N;Deportes;;1;;\N;;es;1;0;0;0;;1
ESPN7_INTER_CHILE-BOLIVIA;1;tv;ESPN 7 BO HD;ESPN7_INTER_CHILE-BOLIVIA_stream_s7;11;\N;;1;213;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM,Inter;es;1;0;0;0;;1
ESPNEXTRA;1;tv;ESPN 4 HD;ESPNEXTRA_stream_09;14;1132;,movie,dummyShow,dummySeries,;1;101;168;0;1;NetUno;\N;0;\N;1440;1440;1;2;0;0;spa,eng;\N;Deportes;;1;;\N;1440,DRM;es;1;0;0;0;;1
ESPN_INTER_BOLIVIA;1;tv;ESPN BO HD;ESPN_INTER_BOLIVIA_stream_mm;11;\N;;1;215;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM,Inter;es;1;0;0;0;;1
ESPN_INTER_CHILE;1;tv;ESPN CL HD;ESPN_INTER_CHILE_stream_w2;11;\N;;1;220;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM,Inter;es;1;0;0;0;;1
espn_ll;1;tv;ESPN HD (Low Latency);espn1_ll_stream_bs;14;2603;,movie,dummyShow,dummySeries,;1;243;\N;0;1;internet;\N;0;\N;1440;1440;1;2;0;0;spa,eng;\N;Deportes;;1;;\N;1440,DRM;es;1;0;0;0;;1
ESPN_PREMIUN_INTER_CHILE;1;tv;ESPN PREMIUN;ESPN5_INTER_CHILE_stream_zx;17;\N;;1;219;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM,Inter;es;1;0;0;0;;1
ESPORTSMAX;1;tv;ESPORTS MAX HD;ESPORTSMAX_stream_mo;14;7412;,movie,dummyShow,dummySeries,;1;105;173;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Deportes;;1;;\N;DRM,720;es;1;0;0;0;;1
EUROCHANNEL;1;tv;EUROCHANNEL;EUROCHANNEL_stream_4a;14;337;,movie,dummyShow,dummySeries,;1;159;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;0;;\N;DRM,Inter;es;1;0;0;0;;1
EURONEWS;1;tv;EURO NEWS HD;EURONEWS_stream_js;14;962;,movie,dummyShow,dummySeries,;1;149;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
EUROPA;1;tv;EUROPAEUROPA FHD;EUROPA_stream_21;14;184;,movie,dummyShow,dummySeries,;1;61;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Peliculas;;1;;\N;1440,DRM;es;1;0;0;0;;1
EWTN;1;tv;EWTN;EWTN_stream_8x;14;64;,movie,dummyShow,dummySeries,;1;65;99;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Religioso;;0;;\N;1440,DRM;es;1;0;0;0;;1
EXTREME;1;tv;EXTREME HD;EXTREME_stream_4t;14;9169;,movie,dummyShow,dummySeries,;1;247;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa;\N;general;;1;;\N;1440,DRM;es;1;0;0;0;;1
E_HD_INTER;1;tv;E! ENTERTAINMENT HD;E_HD_INTER_stream_lg;14;491;,movie,dummyShow,dummySeries,;1;203;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Documentales;;1;;\N;1440,DRM;es;1;0;0;0;;1
FILMandARTS;1;tv;FILM & ARTS FHD;FILMandARTS_stream_uj;14;63;,movie,dummyShow,dummySeries,;1;60;88;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Series;;1;;\N;1440,DRM;es;1;0;0;0;;1
FIXyFOXI;1;tv;FIX & FOXI HD;FIXyFOXI_stream_iv;14;7008;,movie,dummyShow,dummySeries,;1;135;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
FOODNETWORK;1;tv;FOOD NETWORK;FOODNETWORK_stream_m1;14;3438;,movie,dummyShow,dummySeries,;1;32;50;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
FOODNETWORK_HD_INTER;1;tv;FOOD NETWORK HD;FOODNETWORK_HD_INTER_stream_ol;14;3438;,movie,dummyShow,dummySeries,;1;205;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
FoxSport2;1;tv;ESPN 7 FHD;FoxSport2_stream_eq;14;2202;,movie,dummyShow,dummySeries,;1;102;171;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM;es;1;0;0;0;;1
FOXSPORTS3;1;tv;ESPN 6 FHD;FOXSPORTS3_stream_8d;14;3898;,movie,dummyShow,dummySeries,;1;103;172;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM;es;1;0;0;0;;1
FUELTV;1;tv;FUEL TV HD;FUELTVpr_stream_h3;14;5546;,movie,dummyShow,dummySeries,;1;123;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
FX;1;tv;FX FHD;FX_stream_4z;14;427;,movie,dummyShow,dummySeries,;1;39;68;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Peliculas;;0;;\N;DRM,4320;es;1;0;0;0;;1
GLOBOVISION;1;tv;GLOBOVISION FHD;GLOBOVISION_stream_f8;14;309;,movie,dummyShow,dummySeries,;1;5;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
GOLDENEDGE;1;tv;GOLDEN EDGE HD;GOLDENEDGE_stream_0l;14;1069;,movie,dummyShow,dummySeries,;1;55;84;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
GOLDENHD;1;tv;GOLDEN PLUS HD;GOLDENHD_stream_k9;14;1500;,movie,dummyShow,dummySeries,;1;42;71;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
GOLDENPREMIER2;1;tv;GOLDEN PREMIER OESTE HD;GOLDENPREMIER2_stream_yo;14;2378;,movie,dummyShow,dummySeries,;1;146;\N;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
GOLDEN_HD;1;tv;GOLDEN HD;PR_GOLDENHD_stream_su;14;401;,movie,dummyShow,dummySeries,;1;148;\N;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;\N;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
GOLDEN_HD_INTER;1;tv;GOLDEN HD;GOLDEN_HD_INTER_stream_jd;14;1500;,movie,dummyShow,dummySeries,;1;0;\N;0;1;Inter;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
GOLDEPREMIER;1;tv;GOLDEN PREMIER ESTE HD;GOLDEPREMIER_stream_gp;14;2376;,movie,dummyShow,dummySeries,;1;145;\N;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
GOLTV;1;tv;GOL TV HD;GOLTV_stream_9g;14;8451;,movie,dummyShow,dummySeries,;1;161;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;DRM,Inter;es;1;0;0;0;;1
HBO;1;tv;HBO HD;HBO_stream_08;14;21;,movie,dummySeries,dummyShow,;1;237;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HBO_2;1;tv;HBO 2 HD;HBO_2_stream_er;14;2684;,movie,dummySeries,dummyShow,;1;238;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HBO_FAMILY;1;tv;HBO FAMILY;HBO_FAMILY_stream_d7;14;2687;,movie,dummySeries,dummyShow,;1;239;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HBO_MUNDI;1;tv;HBO MUNDI HD;HBO_MUNDI_stream_4s;14;1348;,movie,dummySeries,dummyShow,;1;240;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HBO_PLUS;1;tv;HBO PLUS HD;HBO_PLUS_stream_51;14;2686;,movie,dummySeries,dummyShow,;1;239;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HBO_POP;1;tv;HBO POP;HBO_POP_stream_t8;14;3422;,movie,dummySeries,dummyShow,;1;237;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HBO_SIGNATURE;1;tv;HBO SIGNATURE;HBO_SIGNATURE_stream_xi;14;2065;,movie,dummySeries,dummyShow,;1;240;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HBO_XTREME;1;tv;HBO XTREME;HBO_XTREME_stream_oa;14;2688;,movie,dummySeries,dummyShow,;1;241;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HEROSTV_HD;1;tv;HEROS TV HD;HEROSTV_HD_stream_ft;\N;\N;;1;210;\N;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Deportes;;1;;\N;DRM,720;\N;1;0;0;0;;1
HGTV;1;tv;HGTV;HGTV_stream_mh;14;1531;,movie,dummyShow,dummySeries,;1;28;46;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
HGTV_HD_INTER;1;tv;HGTV HD;HGTV_HD_INTER_stream_8f;14;1531;,movie,dummyShow,dummySeries,;1;0;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HISPANTV;1;tv;HISPAN TV;HISPANTV_stream_mv;14;2267;,movie,dummyShow,dummySeries,;1;16;19;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
HISTORY2;1;tv;HISTORY 2 FHD;HISTORY2_stream_7l;14;2824;,movie,dummyShow,dummySeries,;1;77;113;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Documentales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HISTORY_2_HD_INTER;1;tv;HISTORY 2 HD;History_2_HD_INTER_stream_bp;14;2824;,movie,dummyShow,dummySeries,;1;0;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Documentales;;1;;\N;DRM,4320;es;1;0;0;0;;1
HISTORY_CHANNEL_HD_INTER;1;tv;HISTORY CHANNEL HD;HISTORY_CHANNEL_HD_INTER_stream_a3;14;445;,movie,dummyShow,dummySeries,;1;197;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Documentales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HOLATV;1;tv;HOLA TV HD;HOLATV_HD_stream_dv;14;2669;,movie,dummyShow,dummySeries,;1;126;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
HTV;1;tv;HTV;HTV_stream_t2;14;115;,movie,dummyShow,dummySeries,;1;89;145;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Musicales;;0;;\N;DRM,720;es;1;0;0;0;;1
HTV_HD_INTER;1;tv;HTV HD;HTV_HD_INTER_stream_wd;14;115;,movie,dummyShow,dummySeries,;1;0;\N;0;1;Inter;\N;0;\N;720;720;1;2;1;0;\N;\N;Musicales;;1;;\N;DRM,720;es;1;0;0;0;;1
INVESTIGATIONDISCOVERY;1;tv;ID;INVESTIGATIONDISCOVERY_stream_27;14;591;,movie,dummyShow,dummySeries,;1;68;106;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Documentales;;0;;\N;1440,DRM;es;1;0;0;0;;1
INVESTIGATION_DISCOVERY_HD_INTER;1;tv;ID HD;INVESTIGATION_DISCOVERY_HD_INTER_stream_;14;591;,movie,dummyShow,dummySeries,;1;196;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Documentales;;1;;\N;1440,DRM;es;1;0;0;0;;1
IVC;1;tv;IVC FHD;IVC_stream_ke;14;7604;,movie,dummyShow,dummySeries,;1;34;252;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
KIDOO;1;tv;KIDOO HD;KIDOO_stream_w7;14;8608;;1;231;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa;\N;Infantiles;;1;;\N;1440,DRM;es;1;0;0;0;;1
LASESTRELLAS;1;tv;LAS ESTRELLAS FHD;LASESTRELLAS_stream_jw;14;9;,movie,dummyShow,dummySeries,;1;23;42;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
LATINANGELS;1;tv;LATIN ANGELS HD;LATINANGELS_stream_hl;14;7022;,movie,dummyShow,dummySeries,;1;138;\N;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Variedades;;1;;\N;DRM,720;es;1;0;0;0;;1
LIFETIME;1;tv;LIFETIME FHD;LIFETIME_stream_qh;14;2790;,movie,dummyShow,dummySeries,;1;46;75;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Peliculas;;1;;\N;1440,DRM;es;1;0;0;0;;1
mambo_fm;1;radio;Mambo FM;MAMBOFM_stream_fj;11;\N;,movie,dummyShow,dummySeries,;1;177;\N;0;1;NetUno;\N;0;\N;60;60;0;0;0;0;\N;\N;general;;0;;\N;;\N;1;0;0;0;;1
MASCHIC;1;tv;MAS CHIC FHD;MASCHIC_stream_g4;14;1752;,movie,dummyShow,dummySeries,;1;30;48;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
MAS_CHIC_HD_INTER;1;tv;MAS CHIC HD;MAS_CHIC_HD_INTER_stream_by;14;1752;,movie,dummyShow,dummySeries,;1;202;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
MAXANIME;1;tv;MAX ANIME HD;MAX_ANIME_stream_0l;14;8546;,movie,dummyShow,dummySeries,;1;106;\N;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Infantiles;;1;;\N;DRM,720;es;1;0;0;0;;1
MEGA;1;tv;MEGA;MEGA_stream_a9;14;3242;,movie,dummyShow,dummySeries,;1;169;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;DRM,Inter;es;1;0;0;0;;1
MERIDIANOTV;1;tv;MERIDIANO TV HD;MERIDIANOTV_stream_f2;14;934;,movie,dummyShow,dummySeries,;1;6;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM;es;1;0;0;0;;1
MIMUSICAHITS;1;tv;MI MUSICA HITS HD;MIMUSICAHITS_stream_k7;14;7403;,movie,dummyShow,dummySeries,;1;95;151;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;No disponible;Musicales;;0;;\N;DRM,720;es;1;0;0;0;;1
MIMUSICAREGGAETON;1;tv;MI MUSICA REGGAETON HD;MIMUSICAREGGAETON_stream_40;14;6761;,movie,dummyShow,dummySeries,;1;93;149;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Musicales;;1;;\N;DRM,720;es;1;0;0;0;;1
MIMUSICAROMANTICA;1;tv;MI MUSICA ROMANTICA HD;MIMUSICAROMANTICA_stream_pp;14;6760;,movie,dummyShow,dummySeries,;1;94;150;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Musicales;;1;;\N;DRM,720;es;1;0;0;0;;1
MIMUSICASALSA;1;tv;MI MUSICA SALSA HD;MIMUSICASALSA_stream_yq;14;6762;,movie,dummyShow,dummySeries,;1;96;152;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Musicales;;1;;\N;DRM,720;es;1;0;0;0;;1
MOTOADV;1;tv;MOTO ADV HD;MOTOADV_stream_lz;14;7043;,movie,dummyShow,dummySeries,;1;140;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
MOVIES_FE;1;tv;MOVIES FE HD;MOVIES_FE_stream_70;\N;\N;,movie,dummyShow,dummySeries,;1;246;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
MTVHD;1;tv;MTV FHD;MTVHD_stream_03;14;6937;,movie,dummyShow,dummySeries,;1;90;146;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Musicales;;1;;\N;DRM,720;es;1;0;0;0;;1
MTVHITS;1;tv;MTV HITS;MTVHITS_stream_ec;14;727;,movie,dummyShow,dummySeries,;1;91;147;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;spa,eng;\N;Musicales;;0;;\N;DRM,720;es;1;0;0;0;;1
MULTICENEMA;1;tv;MULTICINEMA HD;MULTICENEMA_stream_et;14;792;,movie,dummyShow,dummySeries,;1;127;\N;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;\N;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
MULTIPREMIER;1;tv;MULTIPREMIER HD;MULTIPREMIER_stream_bq;14;106;,movie,dummyShow,dummySeries,;1;50;79;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Peliculas;;1;;\N;1440,DRM;es;1;0;0;0;;1
nasa_uhd;0;tv;NASA UHD;nasatv_uhd_stream_kz;11;\N;,movie,dummyShow,dummySeries,;1;75;\N;0;1;NetUno;\N;0;\N;720;720;1;2;0;0;\N;\N;Internacionales;;1;;\N;720;\N;1;0;0;0;;1
NATGEO;1;tv;NAT GEO FHD;NATGEO_stream_fd;14;404;,movie,dummyShow,dummySeries,;1;74;111;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Documentales;;1;;\N;1440,DRM;es;1;0;0;0;;1
NICKELODEON;1;tv;NICKELODEON FHD;NICKELODEON_stream_d6;14;1229;,movie,dummyShow,dummySeries,;1;86;132;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Infantiles;;1;;\N;1440,DRM;es;1;0;0;0;;1
NICKELODEON_HD_INTER;1;tv;NICKELODEON HD;NICKELODEON_HD_INTER_stream_dh;14;1229;,movie,dummyShow,dummySeries,;1;199;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Infantiles;;1;;\N;1440,DRM;es;1;0;0;0;;1
NICKJR;1;tv;NICK JR FHD;NICKJR_stream_em;14;1226;,movie,dummyShow,dummySeries,;1;84;130;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Infantiles;;1;;\N;1440,DRM;es;1;0;0;0;;1
NOVELISIMA;1;tv;NOVELISIMA;NOVELISIMA_stream_d0;14;6898;,movie,dummyShow,dummySeries,;1;144;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
OXIGENO_TV;1;tv;OXIGENO TV HD;OXIGENO_TV_stream_qc;\N;\N;,movie,dummyShow,dummySeries,;1;246;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
PADEL_TV;1;tv;PADEL TV HD;PADEL_TV_stream_7w;14;9167;;1;236;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM;es;1;0;0;0;;1
PARAMOUNT;1;tv;PARAMOUNT FHD;PARAMOUNT_stream_oa;14;2910;,movie,dummyShow,dummySeries,;1;56;85;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
PARAMOUNT_HD_INTER;1;tv;PARAMOUNT HD;PARAMOUNT_HD_INTER_stream_2d;14;2910;,movie,dummyShow,dummySeries,;1;0;\N;0;1;Inter;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
PASIONES;1;tv;PASIONES HD;PASIONESpr_stream_4z;14;1976;,movie,dummyShow,dummySeries,;1;125;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
PENTHOUSE;1;tv;PENTHOUSE;PENTHOUSE_stream_m3;14;2001;,movie,dummyShow,dummySeries,;1;120;217;0;1;NetUno;\N;1;\N;1440;1440;1;2;1;0;\N;\N;erotic;;0;;\N;1440,DRM;es;1;0;0;0;;1
PLAYBOY;1;tv;PLAYBOY;PLAYBOY_stream_it;14;114;,movie,dummyShow,dummySeries,;1;117;215;0;1;NetUno;\N;1;\N;1440;1440;1;2;1;0;\N;\N;erotic;;1;;\N;1440,DRM;es;1;0;0;0;;1
PLOUS_TV;1;tv;PLOUS TV HD;PLOUS_TV_stream_xc;\N;\N;,movie,dummyShow,dummySeries,;1;245;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
PROMAR_TV;1;tv;PROMAR TV;PROMAT_TV_stream_xi;14;2452;,movie,dummyShow,dummySeries,;1;244;\N;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Nacionales;;1;;\N;DRM,4320;es;1;0;0;0;;1
PXSPORT;1;tv;PX SPORT HD;PXSOPORT_stream_o8;14;2063;,movie,dummyShow,dummySeries,;1;160;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;DRM,Inter;es;1;0;0;0;;1
Radio_Exitos_99_9;1;radio;Exitos 99.9;Radio_Prueba_Exitos_99_9_stream_tc;\N;\N;;0;249;\N;0;1;NetUno;\N;0;\N;0;0;0;0;1;0;spa;\N;Musicales;;0;;\N;DRM;\N;1;0;0;0;;1
Radio_La_Mega;1;radio;LA MEGA;Radio_Prueba_stream_8h;\N;\N;;0;250;\N;0;1;NetUno;\N;0;\N;0;0;0;0;1;0;spa;\N;Musicales;;0;;\N;DRM;\N;1;0;0;0;;1
RAI;1;tv;RAI FHD;RAI_stream_o1;14;29;,movie,dummyShow,dummySeries,;1;111;198;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
REDEGLOBO;0;tv;REDE GLOBO;REDEGLOBO_stream_tg;14;1669;,movie,dummyShow,dummySeries,;1;115;201;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
RED_UNO;0;tv;RED UNO LP;RED_UNO_stream_fx;14;8452;,movie,dummyShow,dummySeries,;1;176;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;DRM,Inter;es;1;0;0;0;;1
REKTV;0;tv;REK TV HD;REKTV_stream_lb;14;7044;,movie,dummyShow,dummySeries,;1;139;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
RTP;1;tv;RTP;RTP_stream_x0;14;411;,movie,dummyShow,dummySeries,;1;113;200;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
RUSSIATODAY;1;tv;RUSSIA TODAY;RUSSIATODAY_stream_zm;14;1502;,movie,dummyShow,dummySeries,;1;21;30;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
